similar_questions,total_submission,like,paid_only,title,url,topics,level,companies,ac_rate,frequency,dislike,total_accpeted,id
[u'Special Binary String'],44500.0,345.0,False,ValidParenthesisString,https://leetcode.com/problems/valid-parenthesis-string/description/,[u'String'],Medium,"[u'Amazon\xa05', u'Facebook\xa02', u'Alibaba\xa0']",0.296629213483,197.36037183766086,14.0,13200.0,678.0
[],24200.0,167.0,False,24Game,https://leetcode.com/problems/24-game/description/,[u'Depth-first Search'],Hard,"[u'Google\xa07', u'Twitter\xa05']",0.392561983471,279.6849515047106,53.0,9500.0,679.0
[],361800.0,167.0,False,TextJustification,https://leetcode.com/problems/text-justification/description/,[u'String'],Hard,"[u'Apple\xa03', u'Microsoft\xa02', u'Uber\xa02', u'Google\xa02', u'Facebook\xa02', u'Snapchat\xa02', u'Amazon\xa02', u'LinkedIn\xa0', u'Airbnb\xa0']",0.205914870094,367.4912003878213,548.0,74500.0,68.0
[u'Valid Palindrome'],111000.0,391.0,False,ValidPalindromeII,https://leetcode.com/problems/valid-palindrome-ii/description/,[u'String'],Easy,[u'Facebook\xa034'],0.323423423423,229.32725932442375,25.0,35900.0,680.0
[],46700.0,157.0,True,NextClosestTime,https://leetcode.com/problems/next-closest-time/description/,[u'String'],Medium,"[u'Google\xa094', u'Facebook\xa02']",0.415417558887,388.2298526899367,251.0,19400.0,681.0
[],53900.0,195.0,False,BaseballGame,https://leetcode.com/problems/baseball-game/description/,[u'Stack'],Easy,[u'Amazon\xa0'],0.582560296846,382.358389223053,466.0,31400.0,682.0
[],52200.0,221.0,True,KEmptySlots,https://leetcode.com/problems/k-empty-slots/description/,"[u'Array', u'Binary Search Tree']",Hard,[u'Google\xa0109'],0.335249042146,364.46164524282926,186.0,17500.0,683.0
"[u'Redundant Connection II', u'Accounts Merge']",43600.0,261.0,False,RedundantConnection,https://leetcode.com/problems/redundant-connection/description/,"[u'Tree', u'Union Find', u'Graph']",Medium,[u'Google\xa06'],0.449541284404,137.8741404699502,147.0,19600.0,684.0
[u'Redundant Connection'],31600.0,192.0,False,RedundantConnectionII,https://leetcode.com/problems/redundant-connection-ii/description/,"[u'Tree', u'Depth-first Search', u'Union Find', u'Graph']",Hard,[u'Google\xa03'],0.275316455696,108.36622979423083,94.0,8700.0,685.0
[u'Repeated Substring Pattern'],113200.0,282.0,False,RepeatedStringMatch,https://leetcode.com/problems/repeated-string-match/description/,[u'String'],Easy,[u'Google\xa065'],0.314487632509,327.17122404727854,262.0,35600.0,686.0
"[u'Binary Tree Maximum Path Sum', u'Count Univalue Subtrees', u'Path Sum III']",95900.0,548.0,False,LongestUnivaluePath,https://leetcode.com/problems/longest-univalue-path/description/,"[u'Tree', u'Recursion']",Easy,"[u'Google\xa031', u'Amazon\xa02']",0.32638164755,325.4103923072952,105.0,31300.0,687.0
[u'Out of Boundary Paths'],21400.0,150.0,False,KnightProbabilityinChessboard,https://leetcode.com/problems/knight-probability-in-chessboard/description/,[u'Dynamic Programming'],Medium,"[u'Facebook\xa02', u'Goldman Sachs\xa0']",0.406542056075,153.09863548720747,45.0,8700.0,688.0
[u'Best Time to Buy and Sell Stock III'],33400.0,331.0,False,MaximumSumof3Non-OverlappingSubarrays,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays/description/,"[u'Array', u'Dynamic Programming']",Hard,"[u'Facebook\xa018', u'Google\xa0']",0.416167664671,210.32861266997253,18.0,13900.0,689.0
"[u'Pow(x, n)', u'Valid Perfect Square']",861800.0,400.0,False,Sqrt(x),https://leetcode.com/problems/sqrtx/description/,"[u'Math', u'Binary Search']",Easy,"[u'Google\xa07', u'Bloomberg\xa06', u'Facebook\xa05', u'Amazon\xa05', u'LinkedIn\xa04', u'Microsoft\xa03', u'Apple\xa02']",0.292991413321,485.6587542614012,827.0,252500.0,69.0
[u'Nested List Weight Sum'],53100.0,256.0,False,EmployeeImportance,https://leetcode.com/problems/employee-importance/description/,"[u'Hash Table', u'Depth-first Search', u'Breadth-first Search']",Easy,[u'Uber\xa0'],0.517890772128,336.74933618501916,193.0,27500.0,690.0
[u'Ransom Note'],13700.0,154.0,False,StickerstoSpellWord,https://leetcode.com/problems/stickers-to-spell-word/description/,"[u'Dynamic Programming', u'Backtracking']",Hard,"[u'IXL\xa03', u'Facebook\xa02']",0.357664233577,106.32349619979561,11.0,4900.0,691.0
[u'Top K Frequent Elements'],60100.0,351.0,False,TopKFrequentWords,https://leetcode.com/problems/top-k-frequent-words/description/,"[u'Hash Table', u'Heap', u'Trie']",Medium,"[u'Bloomberg\xa06', u'Amazon\xa06', u'Facebook\xa06', u'Uber\xa03', u'Microsoft\xa02', u'Google\xa02', u'Twitter\xa02', u'Yelp\xa0', u'Pocket Gems\xa0']",0.419301164725,224.8900008076599,30.0,25200.0,692.0
[u'Number of 1 Bits'],46000.0,191.0,False,BinaryNumberwithAlternatingBits,https://leetcode.com/problems/binary-number-with-alternating-bits/description/,[u'Bit Manipulation'],Easy,[u'Yahoo\xa0'],0.563043478261,245.31193122384337,58.0,25900.0,693.0
"[u'Number of Islands', u'Number of Distinct Islands II']",20800.0,155.0,True,NumberofDistinctIslands,https://leetcode.com/problems/number-of-distinct-islands/description/,"[u'Hash Table', u'Depth-first Search']",Medium,"[u'Facebook\xa03', u'Amazon\xa02']",0.456730769231,99.21102379110351,11.0,9500.0,694.0
"[u'Number of Islands', u'Island Perimeter']",68600.0,611.0,False,MaxAreaofIsland,https://leetcode.com/problems/max-area-of-island/description/,"[u'Array', u'Depth-first Search']",Easy,"[u'LinkedIn\xa03', u'Amazon\xa03', u'Microsoft\xa02', u'Google\xa02', u'Alibaba\xa02', u'Intuit\xa0']",0.521865889213,483.61602066696594,37.0,35800.0,695.0
[u'Encode and Decode Strings'],36600.0,375.0,False,CountBinarySubstrings,https://leetcode.com/problems/count-binary-substrings/description/,[u'String'],Easy,[u'Helix\xa0'],0.510928961749,354.62299957400614,71.0,18700.0,696.0
[u'Maximum Subarray'],55000.0,300.0,False,DegreeofanArray,https://leetcode.com/problems/degree-of-an-array/description/,[u'Array'],Easy,"[u'Pocket Gems\xa04', u'GE Digital\xa0']",0.470909090909,475.11715808401493,214.0,25900.0,697.0
[u'Partition Equal Subset Sum'],47700.0,367.0,False,PartitiontoKEqualSumSubsets,https://leetcode.com/problems/partition-to-k-equal-sum-subsets/description/,"[u'Dynamic Programming', u'Recursion']",Medium,"[u'LinkedIn\xa012', u'Bloomberg\xa03']",0.383647798742,285.9087323035491,29.0,18300.0,698.0
[u'The Skyline Problem'],13600.0,101.0,False,FallingSquares,https://leetcode.com/problems/falling-squares/description/,"[u'Segment Tree', u'Binary Search Tree']",Hard,"[u'Uber\xa02', u'Square\xa0']",0.382352941176,62.019734135637236,16.0,5200.0,699.0
"[u'String to Integer (atoi)', u'Reverse Bits']",1800000.0,1304.0,False,ReverseInteger,https://leetcode.com/problems/reverse-integer/description/,[u'Math'],Easy,"[u'Adobe\xa08', u'Alibaba\xa04', u'Google\xa03', u'Microsoft\xa02', u'Yahoo!\xa02', u'Airbnb\xa02', u'Baidu\xa02', u'Facebook\xa02', u'Bloomberg\xa0', u'Apple\xa0']",0.247166666667,610.9222753037118,1760.0,444900.0,7.0
[u'Min Cost Climbing Stairs'],648900.0,1068.0,False,ClimbingStairs,https://leetcode.com/problems/climbing-stairs/description/,[u'Dynamic Programming'],Easy,"[u'Amazon\xa07', u'Bloomberg\xa04', u'LinkedIn\xa03', u'Tencent\xa02', u'Alibaba\xa02', u'Uber\xa02', u'Google\xa02', u'Zenefits\xa02', u'Apple\xa02', u'Adobe\xa0']",0.417321621205,585.2346027254497,42.0,270800.0,70.0
"[u'Closest Binary Search Tree Value', u'Insert into a Binary Search Tree']",5100.0,14.0,False,SearchinaBinarySearchTree,https://leetcode.com/problems/search-in-a-binary-search-tree/description/,[u'Tree'],Easy,[],0.392156862745,2.0427335944352194,18.0,2000.0,700.0
[u'Search in a Binary Search Tree'],4100.0,20.0,False,InsertintoaBinarySearchTree,https://leetcode.com/problems/insert-into-a-binary-search-tree/description/,[u'Tree'],Medium,[],0.341463414634,3.1388172244708983,3.0,1400.0,701.0
[u'Binary Search'],2100.0,11.0,True,SearchinaSortedArrayofUnknownSize,https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size/description/,[u'Binary Search'],Medium,[u'Google\xa0'],0.279523809524,12.421664220554632,0.0,587.0,702.0
[u'Kth Largest Element in an Array'],4700.0,15.0,False,KthLargestElementinaStream,https://leetcode.com/problems/kth-largest-element-in-a-stream/description/,[u'Heap'],Easy,[],0.212765957447,7.777800709166826,8.0,1000.0,703.0
[u'Search in a Sorted Array of Unknown Size'],14100.0,24.0,False,BinarySearch,https://leetcode.com/problems/binary-search/description/,[u'Binary Search'],Easy,[],0.170212765957,11.400297423337022,4.0,2400.0,704.0
[u'Design HashMap'],6800.0,13.0,False,DesignHashSet,https://leetcode.com/problems/design-hashset/description/,"[u'Hash Table', u'Design']",Easy,[],0.176470588235,8.799167506384435,3.0,1200.0,705.0
[u'Design HashSet'],4300.0,13.0,False,DesignHashMap,https://leetcode.com/problems/design-hashmap/description/,"[u'Hash Table', u'Design']",Easy,[],0.255813953488,55.417400213122164,8.0,1100.0,706.0
[],19600.0,35.0,False,DesignLinkedList,https://leetcode.com/problems/design-linked-list/description/,"[u'Linked List', u'Design']",Easy,[],0.0918367346939,4.160184021688508,4.0,1800.0,707.0
[u'Insertion Sort List'],6700.0,8.0,True,InsertintoaCyclicSortedList,https://leetcode.com/problems/insert-into-a-cyclic-sorted-list/description/,[u'Linked List'],Medium,[u'Google\xa0'],0.0982089552239,9.820534303602045,15.0,658.0,708.0
[],9900.0,30.0,False,ToLowerCase,https://leetcode.com/problems/to-lower-case/description/,[u'String'],Easy,[],0.747474747475,361.53307518216536,121.0,7400.0,709.0
[],447600.0,223.0,False,SimplifyPath,https://leetcode.com/problems/simplify-path/description/,"[u'String', u'Stack']",Medium,"[u'Microsoft\xa07', u'Amazon\xa04', u'Google\xa03', u'Bloomberg\xa02', u'Facebook\xa0']",0.267202859696,387.20848589271907,754.0,119600.0,71.0
[u'Random Pick Index'],4600.0,51.0,False,RandomPickwithBlacklist,https://leetcode.com/problems/random-pick-with-blacklist/description/,"[u'Hash Table', u'Binary Search', u'Sort', u'Random']",Hard,"[u'Google\xa0', u'Uber\xa0']",0.282608695652,66.13741905808592,13.0,1300.0,710.0
[u'Number of Distinct Islands'],5100.0,61.0,True,NumberofDistinctIslandsII,https://leetcode.com/problems/number-of-distinct-islands-ii/description/,"[u'Hash Table', u'Depth-first Search']",Hard,[u'Amazon\xa0'],0.43137254902,84.74876433059924,51.0,2200.0,711.0
"[u'Edit Distance', u'Longest Increasing Subsequence', u'Delete Operation for Two Strings']",20300.0,295.0,False,MinimumASCIIDeleteSumforTwoStrings,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings/description/,[u'Dynamic Programming'],Medium,[u'TripleByte\xa0'],0.512315270936,291.2986283224685,23.0,10400.0,712.0
"[u'Maximum Product Subarray', u'Maximum Size Subarray Sum Equals k', u'Subarray Sum Equals K']",38900.0,295.0,False,SubarrayProductLessThanK,https://leetcode.com/problems/subarray-product-less-than-k/description/,"[u'Array', u'Two Pointers']",Medium,"[u'Facebook\xa02', u'Bloomberg\xa02', u'Yatra\xa0']",0.334190231362,201.62606533891454,14.0,13000.0,713.0
[u'Best Time to Buy and Sell Stock II'],45000.0,522.0,False,BestTimetoBuyandSellStockwithTransactionFee,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/description/,"[u'Array', u'Dynamic Programming', u'Greedy']",Medium,"[u'Facebook\xa0', u'Bloomberg\xa0']",0.471111111111,272.2365486364506,18.0,21200.0,714.0
"[u'Merge Intervals', u'Insert Interval', u'Data Stream as Disjoint Intervals']",14900.0,156.0,False,RangeModule,https://leetcode.com/problems/range-module/description/,"[u'Array', u'Segment Tree', u'Binary Search Tree']",Hard,"[u'Google\xa04', u'Coupang\xa0', u'Machine Zone\xa0']",0.308724832215,128.6930943863906,14.0,4600.0,715.0
[u'Min Stack'],17100.0,107.0,True,MaxStack,https://leetcode.com/problems/max-stack/description/,[u'Design'],Hard,"[u'LinkedIn\xa016', u'Lyft\xa03', u'Google\xa02']",0.368421052632,207.3765823869643,29.0,6300.0,716.0
[u'Gray Code'],49000.0,163.0,False,1-bitand2-bitCharacters,https://leetcode.com/problems/1-bit-and-2-bit-characters/description/,[u'Array'],Easy,"[u'IXL\xa03', u'Quora\xa0']",0.489795918367,461.9565551063191,360.0,24000.0,717.0
[u'Minimum Size Subarray Sum'],39500.0,313.0,False,MaximumLengthofRepeatedSubarray,https://leetcode.com/problems/maximum-length-of-repeated-subarray/description/,"[u'Array', u'Hash Table', u'Binary Search', u'Dynamic Programming']",Medium,"[u'Alibaba\xa03', u'Citadel\xa0']",0.420253164557,278.40815019246884,15.0,16600.0,718.0
"[u'Find K Pairs with Smallest Sums', u'Kth Smallest Element in a Sorted Matrix', u'Find K Closest Elements', u'Kth Smallest Number in Multiplication Table', u'K-th Smallest Prime Fraction']",36400.0,316.0,False,FindK-thSmallestPairDistance,https://leetcode.com/problems/find-k-th-smallest-pair-distance/description/,"[u'Array', u'Binary Search', u'Heap']",Hard,[u'Google\xa0'],0.277472527473,188.53379871120183,9.0,10100.0,719.0
"[u'One Edit Distance', u'Delete Operation for Two Strings', u'Minimum ASCII Delete Sum for Two Strings']",373400.0,1043.0,False,EditDistance,https://leetcode.com/problems/edit-distance/description/,"[u'String', u'Dynamic Programming']",Hard,"[u'Google\xa05', u'Microsoft\xa04', u'LinkedIn\xa02', u'Alibaba\xa02', u'Bloomberg\xa02', u'NetEase\xa02']",0.334493840386,541.9127824779459,14.0,124900.0,72.0
"[u'Longest Word in Dictionary through Deleting', u'Implement Magic Dictionary']",41200.0,169.0,False,LongestWordinDictionary,https://leetcode.com/problems/longest-word-in-dictionary/description/,"[u'Hash Table', u'Trie']",Easy,"[u'Google\xa04', u'Pinterest\xa0']",0.415048543689,213.76672916582015,215.0,17100.0,720.0
"[u'Redundant Connection', u'Sentence Similarity', u'Sentence Similarity II']",40800.0,277.0,False,AccountsMerge,https://leetcode.com/problems/accounts-merge/description/,"[u'Depth-first Search', u'Union Find']",Medium,[u'Facebook\xa08'],0.34068627451,156.57825905411093,87.0,13900.0,721.0
"[u'Mini Parser', u'Ternary Expression Parser']",19800.0,66.0,False,RemoveComments,https://leetcode.com/problems/remove-comments/description/,[u'String'],Medium,"[u'Microsoft\xa04', u'Google\xa03']",0.277777777778,167.30067616798166,187.0,5500.0,722.0
[],4700.0,60.0,True,CandyCrush,https://leetcode.com/problems/candy-crush/description/,"[u'Array', u'Two Pointers']",Medium,[u'Rubrik\xa0'],0.553191489362,92.69538941713336,28.0,2600.0,723.0
[u'Subarray Sum Equals K'],71600.0,303.0,False,FindPivotIndex,https://leetcode.com/problems/find-pivot-index/description/,[u'Array'],Easy,"[u'Google\xa04', u'Bloomberg\xa02', u'Coupang\xa0', u'Radius\xa0']",0.392458100559,224.0006630504852,59.0,28100.0,724.0
"[u'Rotate List', u'Odd Even Linked List']",30500.0,199.0,False,SplitLinkedListinParts,https://leetcode.com/problems/split-linked-list-in-parts/description/,[u'Linked List'],Medium,"[u'Google\xa02', u'Amazon\xa0']",0.468852459016,179.5131947940352,47.0,14300.0,725.0
"[u'Decode String', u'Encode String with Shortest Length', u'Parse Lisp Expression']",14300.0,122.0,False,NumberofAtoms,https://leetcode.com/problems/number-of-atoms/description/,"[u'Hash Table', u'Stack', u'Recursion']",Hard,[u'Google\xa0'],0.433566433566,174.12760193012886,55.0,6200.0,726.0
"[u'Minimum Window Substring', u'Longest Continuous Increasing Subsequence']",20800.0,150.0,True,MinimumWindowSubsequence,https://leetcode.com/problems/minimum-window-subsequence/description/,[u'Dynamic Programming'],Hard,"[u'Google\xa0', u'eBay\xa0']",0.317307692308,29.301478635004884,6.0,6600.0,727.0
[u'Perfect Number'],63700.0,271.0,False,SelfDividingNumbers,https://leetcode.com/problems/self-dividing-numbers/description/,[u'Math'],Easy,[u'Epic Systems\xa0'],0.67032967033,510.43003123710344,148.0,42700.0,728.0
"[u'My Calendar II', u'My Calendar III']",34700.0,190.0,False,MyCalendarI,https://leetcode.com/problems/my-calendar-i/description/,[u'Array'],Medium,[u'Google\xa0'],0.42939481268,120.98252813154735,20.0,14900.0,729.0
[u'Game of Life'],406500.0,521.0,False,SetMatrixZeroes,https://leetcode.com/problems/set-matrix-zeroes/description/,[u'Array'],Medium,"[u'Facebook\xa06', u'Amazon\xa06', u'Expedia\xa05', u'Microsoft\xa05', u'Bloomberg\xa02', u'Google\xa02', u'Snapchat\xa02', u'Twitter\xa02']",0.371709717097,487.7014878558365,112.0,151100.0,73.0
[u'Longest Palindromic Subsequence'],11800.0,156.0,False,CountDifferentPalindromicSubsequences,https://leetcode.com/problems/count-different-palindromic-subsequences/description/,"[u'String', u'Dynamic Programming']",Hard,[u'LinkedIn\xa02'],0.35593220339,220.93656265883237,10.0,4200.0,730.0
"[u'My Calendar I', u'My Calendar III']",23600.0,144.0,False,MyCalendarII,https://leetcode.com/problems/my-calendar-ii/description/,"[u'Array', u'Binary Search Tree']",Medium,[u'Google\xa05'],0.389830508475,169.43691726421847,32.0,9200.0,731.0
"[u'My Calendar I', u'My Calendar II']",11000.0,108.0,False,MyCalendarIII,https://leetcode.com/problems/my-calendar-iii/description/,"[u'Segment Tree', u'Binary Search Tree']",Hard,[u'Google\xa02'],0.5,204.31248199531146,62.0,5500.0,732.0
[u'Island Perimeter'],38100.0,187.0,False,FloodFill,https://leetcode.com/problems/flood-fill/description/,[u'Depth-first Search'],Easy,"[u'Amazon\xa07', u'Uber\xa0']",0.477690288714,234.42511525722418,50.0,18200.0,733.0
"[u'Friend Circles', u'Accounts Merge', u'Sentence Similarity II']",29400.0,67.0,True,SentenceSimilarity,https://leetcode.com/problems/sentence-similarity/description/,[u'Hash Table'],Easy,[u'Google\xa014'],0.391156462585,143.33793383210227,110.0,11500.0,734.0
[u'Can Place Flowers'],27100.0,203.0,False,AsteroidCollision,https://leetcode.com/problems/asteroid-collision/description/,[u'Stack'],Medium,"[u'Lyft\xa011', u'Uber\xa0']",0.369003690037,156.51496159052485,29.0,10000.0,735.0
"[u'Ternary Expression Parser', u'Number of Atoms', u'Basic Calculator IV']",5000.0,57.0,False,ParseLispExpression,https://leetcode.com/problems/parse-lisp-expression/description/,[u'String'],Hard,"[u'Uber\xa02', u'Affirm\xa0']",0.42,161.65043688107102,35.0,2100.0,736.0
"[u'Friend Circles', u'Accounts Merge', u'Sentence Similarity']",27500.0,166.0,True,SentenceSimilarityII,https://leetcode.com/problems/sentence-similarity-ii/description/,"[u'Depth-first Search', u'Union Find']",Medium,[u'Google\xa017'],0.403636363636,148.91172066344262,16.0,11100.0,737.0
[u'Remove K Digits'],19500.0,137.0,False,MonotoneIncreasingDigits,https://leetcode.com/problems/monotone-increasing-digits/description/,[u'Greedy'],Medium,[u'Amazon\xa0'],0.415384615385,134.21036453122272,23.0,8100.0,738.0
[u'Next Greater Element I'],37500.0,532.0,False,DailyTemperatures,https://leetcode.com/problems/daily-temperatures/description/,"[u'Hash Table', u'Stack']",Medium,"[u'Google\xa03', u'Amazon\xa02']",0.538666666667,414.0328228089046,17.0,20200.0,739.0
[u'Search a 2D Matrix II'],488700.0,397.0,False,Searcha2DMatrix,https://leetcode.com/problems/search-a-2d-matrix/description/,"[u'Array', u'Binary Search']",Medium,"[u'Amazon\xa05', u'Facebook\xa03', u'Baidu\xa02', u'Uber\xa02']",0.34540617966,358.74794757817915,48.0,168800.0,74.0
[u'House Robber'],25700.0,303.0,False,DeleteandEarn,https://leetcode.com/problems/delete-and-earn/description/,[u'Dynamic Programming'],Medium,"[u'Pocket Gems\xa019', u'Zenefits\xa02', u'Akuna Capital\xa0']",0.439688715953,323.0046247382055,28.0,11300.0,740.0
"[u'Minimum Path Sum', u'Dungeon Game']",13600.0,192.0,False,CherryPickup,https://leetcode.com/problems/cherry-pickup/description/,[u'Dynamic Programming'],Hard,[u'Akuna Capital\xa0'],0.242647058824,144.2869388436408,12.0,3300.0,741.0
[],14100.0,119.0,True,ClosestLeafinaBinaryTree,https://leetcode.com/problems/closest-leaf-in-a-binary-tree/description/,[u'Tree'],Medium,"[u'Google\xa02', u'Amazon\xa0', u'databricks\xa0']",0.347517730496,32.63755944285106,55.0,4900.0,742.0
[],27100.0,194.0,False,NetworkDelayTime,https://leetcode.com/problems/network-delay-time/description/,"[u'Heap', u'Depth-first Search', u'Breadth-first Search', u'Graph']",Medium,"[u'Pocket Gems\xa02', u'Akuna Capital\xa0']",0.361623616236,145.97029633031167,54.0,9800.0,743.0
[],47900.0,123.0,False,FindSmallestLetterGreaterThanTarget,https://leetcode.com/problems/find-smallest-letter-greater-than-target/description/,[u'Binary Search'],Easy,[u'LinkedIn\xa08'],0.432150313152,130.84565832673832,184.0,20700.0,744.0
[u'Add and Search Word - Data structure design'],22100.0,94.0,False,PrefixandSuffixSearch,https://leetcode.com/problems/prefix-and-suffix-search/description/,[u'Trie'],Hard,"[u'Google\xa07', u'Facebook\xa0']",0.262443438914,123.27825115073756,79.0,5800.0,745.0
[u'Climbing Stairs'],79400.0,553.0,False,MinCostClimbingStairs,https://leetcode.com/problems/min-cost-climbing-stairs/description/,"[u'Array', u'Dynamic Programming']",Easy,[u'Amazon\xa0'],0.438287153652,408.3769565511967,89.0,34800.0,746.0
[],59600.0,117.0,False,LargestNumberAtLeastTwiceofOthers,https://leetcode.com/problems/largest-number-at-least-twice-of-others/description/,[u'Array'],Easy,[u'Google\xa0'],0.404362416107,201.39665404562868,243.0,24100.0,747.0
[],18100.0,54.0,False,ShortestCompletingWord,https://leetcode.com/problems/shortest-completing-word/description/,[u'Hash Table'],Medium,[u'Google\xa0'],0.524861878453,156.14232469690606,206.0,9500.0,748.0
[],4600.0,29.0,False,ContainVirus,https://leetcode.com/problems/contain-virus/description/,[u'Depth-first Search'],Hard,[u'Bloomberg\xa0'],0.413043478261,172.03684631676637,93.0,1900.0,749.0
"[u'Sort List', u'Wiggle Sort', u'Wiggle Sort II']",600200.0,796.0,False,SortColors,https://leetcode.com/problems/sort-colors/description/,"[u'Array', u'Two Pointers', u'Sort']",Medium,"[u'Microsoft\xa011', u'Facebook\xa08', u'Pocket Gems\xa05', u'Amazon\xa03', u'Google\xa02', u'Bloomberg\xa02', u'Alibaba\xa02']",0.395368210596,421.91243997377205,89.0,237300.0,75.0
[],13400.0,132.0,True,NumberOfCornerRectangles,https://leetcode.com/problems/number-of-corner-rectangles/description/,[u'Dynamic Programming'],Medium,"[u'Google\xa03', u'Facebook\xa0']",0.574626865672,27.708386933063736,14.0,7700.0,750.0
"[u'Restore IP Addresses', u'Validate IP Address']",4800.0,32.0,True,IPtoCIDR,https://leetcode.com/problems/ip-to-cidr/description/,[u'Bit Manipulation'],Easy,"[u'Airbnb\xa05', u'Google\xa02']",0.541666666667,154.52067943888395,174.0,2600.0,751.0
[],15200.0,149.0,False,OpentheLock,https://leetcode.com/problems/open-the-lock/description/,[u'Breadth-first Search'],Medium,[],0.407894736842,68.28534761308197,9.0,6200.0,752.0
[],13900.0,120.0,False,CrackingtheSafe,https://leetcode.com/problems/cracking-the-safe/description/,"[u'Math', u'Depth-first Search']",Hard,[u'Google\xa08'],0.410071942446,248.9090730036464,111.0,5700.0,753.0
[],15500.0,113.0,False,ReachaNumber,https://leetcode.com/problems/reach-a-number/description/,[u'Math'],Medium,[u'inmobi\xa0'],0.283870967742,145.6977103199597,99.0,4400.0,754.0
[u'Trapping Rain Water'],10600.0,54.0,True,PourWater,https://leetcode.com/problems/pour-water/description/,[u'Array'],Medium,[u'Airbnb\xa07'],0.349056603774,102.84646610865747,57.0,3700.0,755.0
[],13300.0,100.0,False,PyramidTransitionMatrix,https://leetcode.com/problems/pyramid-transition-matrix/description/,"[u'Bit Manipulation', u'Depth-first Search']",Medium,"[u'Google\xa0', u'Airbnb\xa0']",0.473684210526,150.83457039046104,155.0,6300.0,756.0
[],7100.0,87.0,False,SetIntersectionSizeAtLeastTwo,https://leetcode.com/problems/set-intersection-size-at-least-two/description/,[u'Greedy'],Hard,[u'Drawbridge\xa0'],0.352112676056,69.99756656109952,6.0,2500.0,757.0
[],12000.0,55.0,True,BoldWordsinString,https://leetcode.com/problems/bold-words-in-string/description/,[u'String'],Easy,[u'Google\xa0'],0.4,19.108799803928363,32.0,4800.0,758.0
[u'Merge Intervals'],7900.0,73.0,True,EmployeeFreeTime,https://leetcode.com/problems/employee-free-time/description/,"[u'Heap', u'Greedy']",Hard,"[u'Pinterest\xa03', u'Airbnb\xa0']",0.544303797468,97.27382053517672,5.0,4300.0,759.0
"[u'Substring with Concatenation of All Words', u'Minimum Size Subarray Sum', u'Sliding Window Maximum', u'Permutation in String', u'Smallest Range', u'Minimum Window Subsequence']",580800.0,1130.0,False,MinimumWindowSubstring,https://leetcode.com/problems/minimum-window-substring/description/,"[u'Hash Table', u'Two Pointers', u'String']",Hard,"[u'Facebook\xa015', u'Amazon\xa010', u'Airbnb\xa05', u'LinkedIn\xa04', u'Google\xa03', u'Microsoft\xa02', u'Uber\xa0', u'Snapchat\xa0']",0.275482093664,459.2765932265222,76.0,160000.0,76.0
[],33000.0,191.0,True,FindAnagramMappings,https://leetcode.com/problems/find-anagram-mappings/description/,[u'Hash Table'],Easy,[u'Google\xa0'],0.766666666667,505.14697609970574,93.0,25300.0,760.0
[u'Valid Parenthesis String'],4800.0,67.0,False,SpecialBinaryString,https://leetcode.com/problems/special-binary-string/description/,"[u'String', u'Recursion']",Hard,"[u'Coursera\xa0', u'Quip\xa0']",0.4375,260.50152849701647,26.0,2100.0,761.0
[u'Number of 1 Bits'],27300.0,99.0,False,PrimeNumberofSetBitsinBinaryRepresentation,https://leetcode.com/problems/prime-number-of-set-bits-in-binary-representation/description/,[u'Bit Manipulation'],Easy,[u'Amazon\xa0'],0.556776556777,166.0500508516763,134.0,15200.0,762.0
[u'Merge Intervals'],28500.0,401.0,False,PartitionLabels,https://leetcode.com/problems/partition-labels/description/,"[u'Two Pointers', u'Greedy']",Medium,[u'Amazon\xa023'],0.649122807018,311.3444947300884,29.0,18500.0,763.0
[u'Maximal Square'],18800.0,152.0,False,LargestPlusSign,https://leetcode.com/problems/largest-plus-sign/description/,[u'Dynamic Programming'],Medium,[u'Facebook\xa0'],0.404255319149,76.59467198201847,27.0,7600.0,764.0
"[u'First Missing Positive', u'Missing Number', u'K-Similar Strings']",12900.0,141.0,False,CouplesHoldingHands,https://leetcode.com/problems/couples-holding-hands/description/,"[u'Greedy', u'Union Find', u'Graph']",Hard,[u'Google\xa0'],0.488372093023,182.39354378876192,26.0,6300.0,765.0
[u'Valid Word Square'],48800.0,299.0,False,ToeplitzMatrix,https://leetcode.com/problems/toeplitz-matrix/description/,[u'Array'],Easy,[u'Google\xa011'],0.581967213115,341.415440340351,52.0,28400.0,766.0
"[u'Rearrange String k Distance Apart', u'Task Scheduler']",21700.0,205.0,False,ReorganizeString,https://leetcode.com/problems/reorganize-string/description/,"[u'String', u'Heap', u'Greedy', u'Sort']",Medium,"[u'Uber\xa05', u'Google\xa03']",0.373271889401,241.74924966589637,15.0,8100.0,767.0
[u'Max Chunks To Make Sorted'],13200.0,118.0,False,MaxChunksToMakeSortedII,https://leetcode.com/problems/max-chunks-to-make-sorted-ii/description/,[u'Array'],Hard,[u'Google\xa0'],0.431818181818,49.48471681104462,6.0,5700.0,768.0
